Title: segment_c
Date: Fri Apr 28 11:49:46  2017
Plotname: Transient Analysis
Flags: real
No. Variables: 6
No. Points: 520
Variables:
	0	time	time
	1	a	voltage
	2	b	voltage
	3	c	voltage
	4	d	voltage
	5	y	voltage
Values:
 0	0.000000000000000e+00
	3.300000000000000e+00
	3.300000000000000e+00
	3.300000000000000e+00
	3.300000000000000e+00
	3.299999874895242e+00

 1	1.000000000000000e-11
	3.267000000000000e+00
	3.267000000000000e+00
	3.267000000000000e+00
	3.267000000000000e+00
	3.298495359470373e+00

 2	2.000000000000000e-11
	3.234000000000000e+00
	3.234000000000000e+00
	3.234000000000000e+00
	3.234000000000000e+00
	3.297923870887959e+00

 3	4.000000000000000e-11
	3.168000000000000e+00
	3.168000000000000e+00
	3.168000000000000e+00
	3.168000000000000e+00
	3.297841926104545e+00

 4	8.000000000000001e-11
	3.036000000000000e+00
	3.036000000000000e+00
	3.036000000000000e+00
	3.036000000000000e+00
	3.299415082161159e+00

 5	1.600000000000000e-10
	2.772000000000000e+00
	2.772000000000000e+00
	2.772000000000000e+00
	2.772000000000000e+00
	3.300652548920469e+00

 6	3.200000000000000e-10
	2.244000000000000e+00
	2.244000000000000e+00
	2.244000000000000e+00
	2.244000000000000e+00
	3.309850244106678e+00

 7	4.952359356418164e-10
	1.665721412382006e+00
	1.665721412382006e+00
	1.665721412382006e+00
	1.665721412382006e+00
	1.198780062363943e+00

 8	6.777464438921678e-10
	1.063436735155847e+00
	1.063436735155847e+00
	1.063436735155847e+00
	1.063436735155847e+00
	-3.919327465498829e-02

 9	8.503759503176308e-10
	4.937593639518187e-01
	4.937593639518187e-01
	4.937593639518187e-01
	4.937593639518187e-01
	3.328712032265999e-02

 10	1.000000000000000e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.806916638443506e-02

 11	1.019003719429953e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	7.117864672570029e-04

 12	1.057011158289858e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	4.650087573637024e-03

 13	1.133026036009668e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.626950018054824e-03

 14	1.285055791449289e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.431964172711936e-03

 15	1.552003928752755e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.321375107199110e-03

 16	2.085900203359686e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.270365798067694e-03

 17	3.085900203359686e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.243421151592827e-03

 18	4.085900203359686e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.217972800281995e-03

 19	5.085900203359686e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.192413276034783e-03

 20	6.085900203359685e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.168320151732970e-03

 21	7.085900203359685e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.144129745482962e-03

 22	8.085900203359685e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.121365294165514e-03

 23	9.085900203359686e-09
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.098506800032975e-03

 24	1.008590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.077027333483372e-03

 25	1.108590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.055450065953773e-03

 26	1.208590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	1.035201532649039e-03

 27	1.308590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-1.014846746195487e-03

 28	1.408590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	9.957691960778541e-04

 29	1.508590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-9.765738984059552e-04

 30	1.608590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	9.586046110465641e-04

 31	1.708590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-9.405042231525936e-04

 32	1.808590020335969e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	9.235799166705076e-04

 33	1.900000000000000e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-9.049565080716387e-04

 34	1.910000000000000e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	3.300000000000030e-01
	-2.256272730270098e-05

 35	1.930000000000000e-08
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	9.899999999999980e-01
	-8.315045417395944e-05

 36	1.957238354462927e-08
